Coffee_name,Variant Id,Coffee maker qty,day,day time,month,Time to wait (min)
Cappuccino,1010,2,Saturday,Evening,March,8
Americano,1003,2,Wednesday,Lunchtime,October,8
Latte,1012,2,Thursday,Lunchtime,December,4
Cappuccino,1009,2,Saturday,Evening,January,8
Americano,1002,2,Tuesday,Morning,October,7
Americano,1001,1,Tuesday,Evening,October,4
Latte,1014,1,Tuesday,Evening,October,8
Cappuccino,1010,2,Saturday,Lunchtime,March,11
Espresso,1004,2,Tuesday,Lunchtime,November,5
Cappuccino,1010,1,Thursday,Evening,August,9
Americano,1001,2,Tuesday,Morning,November,8
Americano,1003,2,Tuesday,Evening,December,6
Cacao,1007,2,Friday,Morning,October,12
Latte,1012,2,Saturday,Evening,December,9
Cacao,1007,1,Wednesday,Evening,March,7
Cacao,1006,2,Thursday,Morning,January,11
Espresso,1004,2,Saturday,Lunchtime,April,5
Cappuccino,1011,2,Saturday,Evening,February,10
Cacao,1007,2,Thursday,Lunchtime,October,8
Latte,1012,2,Thursday,Lunchtime,November,7
Americano,1003,2,Wednesday,Morning,June,10
Cacao,1007,1,Tuesday,Evening,August,8
Cacao,1006,2,Saturday,Morning,April,14
Cacao,1007,2,Sunday,Evening,March,9
Espresso,1004,2,Sunday,Evening,December,6
Cappuccino,1009,2,Wednesday,Lunchtime,June,8
Cacao,1007,2,Tuesday,Morning,December,11
Americano,1001,2,Thursday,Evening,February,4
Espresso,1004,2,Thursday,Lunchtime,March,4
Latte,1013,2,Thursday,Evening,December,5
Cacao,1008,2,Sunday,Lunchtime,August,9
Cappuccino,1009,2,Thursday,Morning,January,11
Latte,1013,2,Saturday,Evening,March,8
Cappuccino,1010,2,Sunday,Morning,January,13
Espresso,1004,1,Friday,Evening,June,3
Latte,1012,2,Thursday,Morning,April,9
Latte,1014,1,Thursday,Evening,October,7
Cacao,1006,2,Sunday,Morning,November,11
Cappuccino,1009,2,Sunday,Evening,April,9
Espresso,1004,2,Monday,Morning,March,7
Espresso,1004,2,Saturday,Evening,February,6
Americano,1001,2,Monday,Morning,June,9
Cacao,1006,2,Tuesday,Evening,January,6
Cappuccino,1010,2,Monday,Lunchtime,March,8
Cappuccino,1011,2,Sunday,Evening,March,6
Cacao,1006,2,Saturday,Morning,April,14
Cappuccino,1011,1,Wednesday,Evening,July,10
Cappuccino,1009,2,Thursday,Lunchtime,November,7
Espresso,1004,2,Friday,Morning,March,7
Latte,1014,2,Thursday,Lunchtime,May,6
Cacao,1007,2,Thursday,Lunchtime,September,8
Americano,1001,2,Thursday,Morning,November,6
Cappuccino,1011,2,Saturday,Lunchtime,July,9
Espresso,1004,2,Sunday,Morning,March,9
Americano,1002,2,Wednesday,Morning,October,7
Americano,1001,2,Sunday,Lunchtime,January,9
Cacao,1007,2,Thursday,Morning,September,12
Cacao,1006,2,Thursday,Morning,October,9
Espresso,1005,2,Monday,Lunchtime,August,4
Cacao,1006,2,Thursday,Evening,January,6
Cappuccino,1009,1,Monday,Evening,May,6
Latte,1012,1,Tuesday,Evening,November,6
Americano,1002,2,Sunday,Lunchtime,November,10
Cacao,1008,2,Monday,Morning,May,10
Cacao,1006,2,Wednesday,Morning,July,8
Americano,1001,2,Tuesday,Lunchtime,October,3
Latte,1012,1,Tuesday,Evening,March,6
Cappuccino,1009,1,Friday,Evening,October,8
Cappuccino,1009,2,Monday,Morning,November,8
Latte,1013,2,Sunday,Morning,October,14
Cappuccino,1010,2,Saturday,Lunchtime,June,10
Espresso,1004,2,Monday,Morning,April,8
Americano,1002,2,Friday,Lunchtime,September,6
Cacao,1008,2,Friday,Lunchtime,April,7
Cappuccino,1011,1,Monday,Evening,October,7
Cacao,1006,2,Thursday,Morning,November,11
Americano,1001,2,Tuesday,Evening,January,5
Espresso,1004,2,Saturday,Morning,May,12
Latte,1013,2,Sunday,Morning,April,14
Cacao,1007,2,Sunday,Lunchtime,October,11
Latte,1012,2,Wednesday,Lunchtime,January,7
Latte,1013,2,Sunday,Morning,February,13
Cacao,1008,2,Tuesday,Lunchtime,February,10
Cappuccino,1009,2,Sunday,Morning,February,14
Cacao,1007,1,Thursday,Evening,August,10
Espresso,1005,2,Saturday,Morning,February,11
Cappuccino,1011,2,Saturday,Lunchtime,October,9
Latte,1012,2,Saturday,Morning,November,10
Cappuccino,1009,2,Sunday,Evening,March,7
Espresso,1005,2,Tuesday,Morning,June,8
Americano,1003,2,Saturday,Lunchtime,June,7
Americano,1002,2,Sunday,Morning,December,13
Cappuccino,1009,2,Monday,Morning,September,8
Latte,1013,2,Friday,Lunchtime,December,8
Espresso,1004,2,Monday,Morning,July,6
Cacao,1007,2,Wednesday,Lunchtime,June,8
Latte,1013,2,Sunday,Lunchtime,September,8
Cappuccino,1011,2,Thursday,Lunchtime,March,6
Cappuccino,1010,2,Tuesday,Lunchtime,March,6
Cappuccino,1009,2,Friday,Morning,March,9
Americano,1001,2,Friday,Lunchtime,December,5
Latte,1014,2,Tuesday,Lunchtime,January,7
Espresso,1005,2,Wednesday,Lunchtime,November,5
Americano,1001,1,Wednesday,Evening,March,5
Cacao,1008,2,Friday,Evening,February,7
Cappuccino,1010,2,Tuesday,Morning,March,9
Latte,1014,2,Tuesday,Morning,August,9
Cacao,1006,2,Saturday,Morning,February,13
Latte,1014,2,Tuesday,Lunchtime,November,7
Latte,1013,1,Thursday,Evening,July,6
Cacao,1008,1,Friday,Evening,April,11
Americano,1003,1,Wednesday,Evening,October,7
Espresso,1004,2,Friday,Morning,October,9
Cappuccino,1011,2,Monday,Evening,February,8
Espresso,1005,2,Thursday,Morning,August,8
Cappuccino,1011,2,Saturday,Morning,June,12
Cacao,1007,2,Monday,Lunchtime,May,7
Latte,1012,2,Sunday,Morning,August,11
Cappuccino,1011,1,Wednesday,Evening,May,8
Cappuccino,1009,1,Thursday,Evening,September,5
Americano,1003,1,Monday,Evening,May,7
Cacao,1007,2,Wednesday,Morning,August,10
Espresso,1005,2,Wednesday,Morning,January,7
Cappuccino,1011,2,Monday,Morning,October,11
Americano,1002,2,Sunday,Morning,January,10
Espresso,1005,2,Wednesday,Lunchtime,October,4
Latte,1014,2,Monday,Lunchtime,June,8
Cacao,1006,2,Monday,Lunchtime,November,5
Cacao,1006,2,Saturday,Evening,November,6
Cacao,1008,2,Sunday,Lunchtime,October,13
Americano,1002,2,Monday,Morning,December,7
Cacao,1006,2,Thursday,Evening,January,7
Americano,1001,1,Friday,Evening,August,5
Espresso,1004,2,Sunday,Morning,February,12
Espresso,1004,2,Tuesday,Lunchtime,August,3
Americano,1003,1,Wednesday,Evening,September,7
Americano,1001,2,Friday,Lunchtime,March,5
Americano,1001,2,Tuesday,Lunchtime,December,4
Americano,1002,2,Saturday,Morning,August,12
Latte,1013,1,Friday,Evening,October,8
Cacao,1008,2,Monday,Lunchtime,March,10
Latte,1014,2,Sunday,Evening,August,9
Latte,1014,2,Saturday,Morning,June,12
Latte,1012,2,Friday,Morning,November,8
Americano,1001,2,Sunday,Morning,February,12
Americano,1002,2,Saturday,Evening,March,8
Cacao,1008,2,Wednesday,Morning,November,9
Cacao,1008,2,Saturday,Evening,February,9
Cacao,1006,2,Sunday,Morning,July,13
Espresso,1005,2,Monday,Evening,January,5
Espresso,1004,2,Monday,Morning,August,8
Cappuccino,1009,2,Monday,Morning,September,9
Cappuccino,1011,2,Wednesday,Evening,January,8
Americano,1002,1,Thursday,Evening,July,5
Latte,1012,2,Monday,Morning,July,8
Espresso,1004,2,Wednesday,Lunchtime,September,4
Cacao,1008,2,Saturday,Evening,October,10
Cacao,1008,1,Thursday,Evening,March,11
Cappuccino,1009,2,Saturday,Evening,November,8
Cacao,1007,2,Tuesday,Evening,January,6
Cappuccino,1010,2,Monday,Morning,February,10
Americano,1002,2,Thursday,Morning,August,8
Americano,1003,1,Thursday,Evening,November,7
Espresso,1004,2,Saturday,Lunchtime,May,8
Latte,1014,2,Saturday,Morning,April,12
Latte,1014,2,Saturday,Lunchtime,February,8
Espresso,1005,2,Saturday,Morning,October,12
Americano,1001,1,Wednesday,Evening,October,3
Cacao,1007,2,Wednesday,Lunchtime,April,6
Cacao,1008,2,Sunday,Morning,February,15
Cappuccino,1011,2,Monday,Morning,December,10
Latte,1014,2,Thursday,Morning,October,11
Latte,1014,2,Tuesday,Lunchtime,July,6
Cappuccino,1009,2,Tuesday,Morning,December,11
Americano,1002,2,Thursday,Morning,May,10
Cappuccino,1011,2,Thursday,Morning,April,11
Americano,1003,2,Wednesday,Lunchtime,July,7
Americano,1003,1,Friday,Evening,July,6
Cappuccino,1010,2,Monday,Evening,February,7
Americano,1001,2,Sunday,Lunchtime,February,8
Latte,1014,2,Saturday,Morning,August,13
Americano,1001,2,Thursday,Morning,February,9
Americano,1001,2,Sunday,Morning,April,11
Americano,1002,2,Tuesday,Morning,November,8
Cappuccino,1009,2,Sunday,Morning,June,14
Espresso,1005,2,Sunday,Lunchtime,June,8
Cappuccino,1009,2,Friday,Morning,April,8
Americano,1003,1,Wednesday,Evening,March,7
Cappuccino,1010,2,Saturday,Lunchtime,December,9
Espresso,1004,1,Tuesday,Evening,April,5
Americano,1001,2,Monday,Lunchtime,October,4
Cappuccino,1011,2,Saturday,Evening,July,10
Americano,1002,2,Friday,Evening,February,4
Americano,1001,2,Wednesday,Lunchtime,August,5
Espresso,1004,2,Saturday,Evening,September,4
Latte,1012,2,Monday,Lunchtime,December,5
Cappuccino,1010,2,Tuesday,Morning,August,10
Cacao,1006,1,Thursday,Evening,September,9
Espresso,1004,2,Tuesday,Morning,July,7
Cappuccino,1009,2,Thursday,Morning,May,7
Cappuccino,1011,2,Saturday,Morning,October,12
Cappuccino,1011,2,Friday,Lunchtime,April,7
Americano,1003,1,Thursday,Evening,March,8
Cacao,1006,2,Monday,Lunchtime,October,7
Latte,1014,2,Saturday,Evening,February,8
Cappuccino,1010,1,Monday,Evening,May,7
Americano,1003,2,Friday,Morning,November,9
Cacao,1007,2,Saturday,Evening,October,10
Americano,1001,2,Thursday,Morning,May,8
Latte,1012,2,Thursday,Morning,May,7
Cacao,1007,2,Friday,Morning,December,11
Cacao,1008,2,Tuesday,Lunchtime,April,7
Latte,1014,2,Saturday,Evening,June,10
Americano,1003,2,Sunday,Evening,February,8
Cacao,1008,2,Saturday,Lunchtime,July,12
Americano,1003,2,Thursday,Morning,January,11
Americano,1003,2,Sunday,Lunchtime,June,7
Cappuccino,1010,2,Thursday,Lunchtime,August,5
Americano,1001,2,Wednesday,Lunchtime,December,6
Americano,1002,2,Monday,Lunchtime,May,6
Americano,1001,2,Friday,Morning,September,7
Americano,1003,2,Friday,Morning,November,10
Latte,1013,2,Monday,Lunchtime,October,6
Cacao,1007,1,Thursday,Evening,April,8
Latte,1012,2,Sunday,Lunchtime,April,8
Cacao,1008,2,Sunday,Lunchtime,March,9
Cappuccino,1009,2,Wednesday,Lunchtime,November,7
Americano,1003,2,Saturday,Morning,January,10
Cacao,1006,1,Tuesday,Evening,August,8
Cacao,1006,2,Tuesday,Morning,September,8
Espresso,1004,2,Saturday,Lunchtime,August,9
Cacao,1007,2,Monday,Lunchtime,June,8
Americano,1002,2,Wednesday,Morning,September,9
Cacao,1006,1,Tuesday,Evening,July,9
Cacao,1006,2,Sunday,Morning,August,12
Latte,1013,1,Friday,Evening,November,8
Espresso,1005,2,Thursday,Lunchtime,July,6
Cappuccino,1009,1,Tuesday,Evening,June,6
Espresso,1005,2,Thursday,Lunchtime,February,7
Cappuccino,1011,2,Sunday,Evening,February,11
Espresso,1004,2,Monday,Morning,August,5
Cacao,1006,2,Saturday,Lunchtime,February,11
Cacao,1007,2,Saturday,Morning,June,12
Espresso,1004,2,Saturday,Morning,April,9
Cappuccino,1010,1,Monday,Evening,August,9
Latte,1014,2,Wednesday,Lunchtime,September,8
Cacao,1006,2,Friday,Morning,May,10
Cappuccino,1009,2,Monday,Lunchtime,July,6
Cacao,1006,2,Sunday,Evening,September,9
Americano,1003,2,Sunday,Evening,August,6
Cappuccino,1011,2,Wednesday,Lunchtime,June,8
Americano,1001,2,Friday,Lunchtime,November,3
Cacao,1008,2,Saturday,Lunchtime,August,11
Latte,1012,2,Monday,Morning,November,11
Espresso,1005,2,Saturday,Morning,January,12
Cacao,1008,1,Friday,Evening,October,10
Cacao,1007,2,Thursday,Morning,May,11
Latte,1013,2,Saturday,Evening,July,6
Latte,1014,2,Tuesday,Lunchtime,May,7
Latte,1013,2,Friday,Morning,March,11
Americano,1003,2,Monday,Evening,December,6
Espresso,1005,2,Thursday,Lunchtime,September,3
Latte,1013,1,Tuesday,Evening,June,8
Cappuccino,1010,2,Monday,Lunchtime,January,5
Cacao,1007,1,Monday,Evening,March,10
Americano,1003,2,Thursday,Morning,May,8
Latte,1013,2,Wednesday,Lunchtime,May,7
Americano,1003,2,Monday,Morning,February,11
Espresso,1004,2,Saturday,Lunchtime,June,6
Cacao,1006,2,Monday,Morning,May,11
Espresso,1005,2,Monday,Morning,August,7
Cacao,1006,2,Saturday,Morning,May,11
Cappuccino,1010,2,Friday,Morning,June,9
Cacao,1006,1,Thursday,Evening,June,6
Cacao,1006,2,Wednesday,Lunchtime,December,9
Americano,1003,1,Thursday,Evening,June,6
Americano,1003,1,Wednesday,Evening,June,8
Latte,1014,2,Wednesday,Lunchtime,January,6
Latte,1012,2,Sunday,Evening,December,9
Latte,1012,2,Wednesday,Lunchtime,August,7
Cacao,1007,2,Thursday,Evening,December,6
Latte,1014,2,Monday,Morning,December,10
Latte,1014,2,Thursday,Morning,February,9
Americano,1003,1,Tuesday,Evening,June,8
Cappuccino,1010,2,Saturday,Lunchtime,July,8
Americano,1003,2,Tuesday,Evening,February,6
Americano,1003,2,Monday,Lunchtime,February,6
Latte,1013,2,Wednesday,Lunchtime,October,6
Espresso,1004,2,Saturday,Evening,August,5
Espresso,1005,2,Friday,Evening,January,6
Americano,1002,1,Tuesday,Evening,September,6
Latte,1013,2,Saturday,Lunchtime,October,9
Espresso,1005,2,Sunday,Lunchtime,August,8
Cacao,1008,2,Saturday,Evening,March,10
Cacao,1006,2,Thursday,Morning,June,8
Latte,1014,2,Tuesday,Morning,September,11
Cacao,1008,2,Tuesday,Lunchtime,October,9
Espresso,1004,2,Tuesday,Morning,December,6
Cappuccino,1010,2,Wednesday,Lunchtime,April,8
Latte,1014,1,Wednesday,Evening,November,9
Americano,1002,2,Monday,Lunchtime,May,4
Espresso,1004,2,Saturday,Evening,November,5
Latte,1012,2,Wednesday,Lunchtime,August,8
Latte,1014,1,Tuesday,Evening,September,9
Cacao,1007,1,Tuesday,Evening,April,7
Cacao,1008,1,Tuesday,Evening,July,8
Cacao,1008,2,Sunday,Morning,April,13
Cacao,1006,2,Sunday,Morning,September,11
Cacao,1006,2,Thursday,Morning,September,12
Cacao,1008,2,Sunday,Evening,March,10
Cappuccino,1011,2,Sunday,Lunchtime,December,10
Espresso,1005,2,Tuesday,Evening,February,4
Americano,1001,1,Tuesday,Evening,August,4
Cacao,1008,2,Monday,Morning,April,12
Americano,1003,2,Wednesday,Lunchtime,April,5
Espresso,1004,2,Saturday,Morning,December,10
Americano,1002,1,Thursday,Evening,May,7
Espresso,1004,2,Saturday,Morning,August,9
Espresso,1005,1,Friday,Evening,August,3
Cacao,1008,2,Thursday,Lunchtime,May,9
Espresso,1005,2,Friday,Evening,December,3
Espresso,1004,2,Saturday,Morning,January,9
Latte,1014,1,Monday,Evening,March,8
Cappuccino,1010,1,Monday,Evening,March,8
Espresso,1005,2,Thursday,Lunchtime,April,4
Latte,1014,2,Sunday,Morning,May,15
Espresso,1005,1,Monday,Evening,June,6
Latte,1014,1,Monday,Evening,April,7
Cappuccino,1010,2,Monday,Lunchtime,February,7
Cacao,1008,2,Wednesday,Lunchtime,April,7
Americano,1001,2,Tuesday,Lunchtime,June,6
Espresso,1005,2,Tuesday,Lunchtime,February,3
Espresso,1004,1,Friday,Evening,June,2
Cappuccino,1009,2,Thursday,Morning,December,8
Cacao,1008,1,Friday,Evening,September,10
Latte,1013,2,Sunday,Lunchtime,October,8
Latte,1014,2,Friday,Morning,October,10
Cacao,1006,2,Monday,Morning,December,9
Latte,1013,2,Wednesday,Lunchtime,November,8
Espresso,1005,2,Saturday,Evening,February,6
Latte,1014,2,Thursday,Morning,July,10
Americano,1002,2,Monday,Lunchtime,June,5
Cacao,1006,2,Monday,Morning,August,9
Latte,1014,1,Wednesday,Evening,May,7
Latte,1014,2,Monday,Lunchtime,November,9
Cacao,1008,2,Friday,Morning,January,9
Espresso,1004,2,Monday,Lunchtime,November,6
Latte,1012,2,Friday,Morning,May,10
Latte,1012,2,Sunday,Morning,November,13
Cacao,1008,2,Wednesday,Lunchtime,November,6
Latte,1012,1,Tuesday,Evening,March,6
Cacao,1006,2,Wednesday,Lunchtime,May,8
Cacao,1006,2,Saturday,Lunchtime,July,8
Latte,1012,2,Wednesday,Morning,March,11
Cappuccino,1009,2,Saturday,Lunchtime,February,8
Cappuccino,1011,2,Saturday,Lunchtime,August,11
Americano,1002,2,Wednesday,Lunchtime,November,4
Cacao,1007,2,Sunday,Morning,August,12
Americano,1002,1,Thursday,Evening,July,7
Espresso,1005,2,Saturday,Evening,November,5
Cappuccino,1011,1,Thursday,Evening,March,7
Cacao,1006,2,Thursday,Morning,April,8
Latte,1012,2,Thursday,Morning,January,10
Latte,1012,2,Wednesday,Morning,June,8
Cacao,1007,2,Monday,Morning,June,11
Latte,1014,1,Monday,Evening,April,10
Latte,1012,2,Monday,Lunchtime,July,8
Cacao,1008,2,Friday,Morning,February,10
Cacao,1007,1,Friday,Evening,October,10
Cacao,1007,1,Thursday,Evening,March,8
Cacao,1007,2,Friday,Morning,July,9
Americano,1002,2,Saturday,Lunchtime,September,8
Cacao,1008,2,Friday,Morning,September,11
Americano,1001,2,Saturday,Evening,June,7
Americano,1003,2,Wednesday,Lunchtime,September,5
Cacao,1006,1,Monday,Evening,April,10
Americano,1001,2,Saturday,Evening,August,6
Cacao,1007,1,Wednesday,Evening,September,9
Americano,1003,2,Wednesday,Lunchtime,September,6
Cappuccino,1009,2,Saturday,Morning,June,13
Latte,1013,2,Wednesday,Lunchtime,November,7
Cappuccino,1011,2,Sunday,Evening,May,9
Americano,1003,2,Sunday,Morning,July,10
Espresso,1005,2,Sunday,Lunchtime,March,9
Cappuccino,1011,1,Thursday,Evening,August,8
Americano,1003,2,Tuesday,Lunchtime,November,5
Espresso,1005,2,Friday,Morning,January,9
Cappuccino,1011,1,Wednesday,Evening,May,9
Cappuccino,1009,2,Sunday,Lunchtime,January,9
Latte,1014,2,Monday,Lunchtime,July,8
Espresso,1005,1,Wednesday,Evening,October,6
Latte,1013,2,Thursday,Morning,August,8
Espresso,1005,1,Monday,Evening,September,3
Espresso,1004,2,Tuesday,Lunchtime,January,3
Latte,1014,2,Tuesday,Morning,April,8
Latte,1013,2,Wednesday,Morning,May,10
Latte,1012,1,Friday,Evening,November,7
Cacao,1007,2,Wednesday,Evening,December,7
Cappuccino,1009,2,Wednesday,Morning,June,10
Americano,1002,1,Monday,Evening,June,4
Latte,1013,2,Tuesday,Morning,November,11
Espresso,1005,2,Saturday,Morning,April,11
Cacao,1008,2,Sunday,Lunchtime,August,10
Espresso,1005,2,Wednesday,Morning,February,8
Cacao,1006,2,Saturday,Lunchtime,January,11
Latte,1012,1,Tuesday,Evening,October,9
Americano,1001,2,Thursday,Morning,October,9
Cacao,1008,1,Monday,Evening,May,11
Americano,1002,2,Wednesday,Lunchtime,November,7
Latte,1014,2,Monday,Morning,July,9
Americano,1002,2,Tuesday,Morning,August,8
Latte,1014,2,Thursday,Lunchtime,July,7
Cappuccino,1009,2,Sunday,Lunchtime,February,9
Cacao,1006,2,Monday,Morning,December,10
Espresso,1004,2,Saturday,Morning,July,9
Latte,1014,2,Thursday,Lunchtime,November,9
Cacao,1007,2,Sunday,Morning,January,11
Americano,1002,2,Monday,Lunchtime,January,6
Espresso,1004,2,Saturday,Lunchtime,July,7
Americano,1003,2,Sunday,Morning,February,14
Latte,1013,2,Tuesday,Morning,September,8
Americano,1001,2,Sunday,Lunchtime,May,9
Latte,1012,2,Friday,Morning,January,9
Espresso,1004,1,Thursday,Evening,September,5
Cappuccino,1009,2,Sunday,Evening,June,7
Americano,1003,2,Wednesday,Morning,November,9
Americano,1002,2,Monday,Morning,January,9
Americano,1001,1,Thursday,Evening,October,4
Americano,1001,2,Friday,Lunchtime,June,5
Cappuccino,1009,2,Wednesday,Lunchtime,January,4
Latte,1014,2,Thursday,Morning,October,10
Cappuccino,1009,2,Thursday,Lunchtime,July,7
Latte,1014,2,Sunday,Evening,June,9
Cappuccino,1009,2,Thursday,Morning,October,10
Latte,1014,2,Monday,Lunchtime,January,8
Cappuccino,1009,2,Friday,Morning,October,8
Cappuccino,1010,2,Wednesday,Evening,December,6
Espresso,1005,2,Friday,Morning,October,7
Latte,1013,2,Wednesday,Morning,June,8
Cappuccino,1011,2,Thursday,Lunchtime,October,7
Americano,1002,2,Friday,Lunchtime,July,4
Americano,1003,2,Thursday,Morning,April,11
Cappuccino,1011,2,Tuesday,Morning,September,9
Americano,1003,2,Saturday,Lunchtime,December,11
Cappuccino,1009,2,Sunday,Morning,July,11
Americano,1003,2,Tuesday,Lunchtime,October,6
Espresso,1005,2,Sunday,Morning,June,12
Cacao,1007,2,Wednesday,Morning,January,9
Americano,1003,1,Friday,Evening,September,8
Cappuccino,1010,2,Saturday,Morning,June,11
Espresso,1004,1,Thursday,Evening,September,5
Espresso,1004,1,Wednesday,Evening,September,5
Americano,1001,2,Wednesday,Lunchtime,March,6
Latte,1013,2,Saturday,Morning,February,13
Cacao,1008,2,Saturday,Lunchtime,August,9
Latte,1012,2,Sunday,Lunchtime,June,9
Cacao,1008,1,Friday,Evening,June,10
Cappuccino,1011,2,Sunday,Evening,November,8
Cacao,1006,2,Wednesday,Morning,June,9
Latte,1014,2,Monday,Morning,July,10
Cacao,1008,2,Saturday,Lunchtime,January,12
Cacao,1008,2,Saturday,Evening,December,12
Latte,1014,2,Tuesday,Lunchtime,April,6
Cacao,1007,2,Tuesday,Evening,December,8
Cacao,1008,2,Monday,Morning,May,11
Espresso,1005,2,Friday,Evening,February,6
Americano,1003,2,Tuesday,Morning,October,8
Cacao,1008,2,Monday,Lunchtime,May,9
Americano,1003,1,Wednesday,Evening,March,7
Cappuccino,1011,2,Wednesday,Morning,March,11
Espresso,1005,2,Wednesday,Lunchtime,April,6
Americano,1001,2,Thursday,Lunchtime,March,6
Americano,1001,1,Friday,Evening,June,4
Latte,1012,2,Friday,Lunchtime,January,5
Cacao,1007,2,Tuesday,Lunchtime,November,6
Americano,1001,2,Friday,Lunchtime,June,6
Cappuccino,1010,1,Wednesday,Evening,August,8
Americano,1001,2,Saturday,Lunchtime,August,8
Espresso,1005,1,Thursday,Evening,October,6
Americano,1001,2,Sunday,Morning,June,13
Cacao,1007,2,Wednesday,Lunchtime,June,6
Latte,1013,1,Thursday,Evening,November,6
Cappuccino,1010,2,Sunday,Evening,September,8
Espresso,1004,2,Wednesday,Morning,March,8
Cacao,1006,1,Monday,Evening,August,6
Cacao,1007,2,Wednesday,Morning,December,9
Cacao,1008,2,Friday,Evening,January,8
Americano,1001,1,Wednesday,Evening,April,5
Espresso,1004,1,Monday,Evening,March,5
Espresso,1005,2,Sunday,Morning,June,10
Latte,1012,2,Sunday,Evening,July,7
Americano,1001,2,Friday,Evening,February,6
Americano,1001,2,Saturday,Evening,July,4
Americano,1003,2,Friday,Lunchtime,August,5
Espresso,1005,2,Wednesday,Evening,January,6
Cappuccino,1010,2,Thursday,Lunchtime,December,6
Cappuccino,1009,2,Tuesday,Lunchtime,September,6
Americano,1002,2,Saturday,Evening,October,7
Latte,1012,2,Wednesday,Morning,August,8
Americano,1001,2,Friday,Lunchtime,April,6
Cacao,1008,2,Sunday,Lunchtime,March,11
Cacao,1006,2,Wednesday,Lunchtime,September,6
Latte,1013,2,Sunday,Lunchtime,March,11
Espresso,1005,1,Thursday,Evening,August,4
Cappuccino,1011,2,Saturday,Lunchtime,February,9
Americano,1001,2,Thursday,Lunchtime,October,4
Espresso,1004,2,Monday,Lunchtime,August,3
Latte,1012,1,Thursday,Evening,September,7
Espresso,1004,1,Wednesday,Evening,November,2
Latte,1014,1,Tuesday,Evening,June,8
Cacao,1007,2,Sunday,Lunchtime,February,10
Cappuccino,1009,2,Tuesday,Lunchtime,December,8
Americano,1002,2,Sunday,Lunchtime,November,9
Espresso,1004,2,Wednesday,Evening,February,5
Americano,1001,2,Wednesday,Lunchtime,September,5
Americano,1003,2,Wednesday,Lunchtime,April,6
Espresso,1005,2,Wednesday,Morning,April,7
Latte,1013,2,Wednesday,Lunchtime,June,8
Latte,1012,2,Sunday,Evening,May,8
Cappuccino,1010,2,Friday,Morning,March,9
Cacao,1008,1,Tuesday,Evening,September,10
Espresso,1005,2,Wednesday,Morning,September,7
Cacao,1007,2,Friday,Lunchtime,December,7
Cacao,1008,2,Monday,Lunchtime,January,9
Latte,1014,2,Friday,Lunchtime,October,6
Cacao,1008,2,Wednesday,Morning,January,10
Cacao,1008,2,Monday,Evening,January,8
Cappuccino,1010,2,Sunday,Morning,November,11
Cacao,1007,2,Wednesday,Lunchtime,March,9
Latte,1014,1,Friday,Evening,August,8
Cappuccino,1011,1,Friday,Evening,August,10
Cappuccino,1009,2,Saturday,Morning,December,11
Latte,1014,1,Tuesday,Evening,June,10
Cacao,1007,2,Wednesday,Morning,February,9
Americano,1001,2,Friday,Morning,December,8
Americano,1001,2,Saturday,Evening,March,6
Americano,1003,2,Thursday,Lunchtime,March,7
Cacao,1008,2,Saturday,Lunchtime,May,10
Cappuccino,1009,2,Thursday,Lunchtime,December,6
Latte,1014,2,Monday,Morning,November,10
Americano,1001,2,Tuesday,Morning,September,9
Espresso,1005,2,Friday,Lunchtime,August,6
Latte,1014,1,Friday,Evening,September,10
Cacao,1006,2,Wednesday,Lunchtime,April,7
Cacao,1008,1,Monday,Evening,August,10
Espresso,1005,2,Tuesday,Evening,February,4
Americano,1003,1,Wednesday,Evening,April,5
Latte,1014,2,Saturday,Morning,March,14
Cappuccino,1011,2,Wednesday,Lunchtime,October,9
Latte,1014,1,Wednesday,Evening,June,8
Latte,1013,2,Wednesday,Morning,February,8
Cacao,1008,2,Sunday,Morning,June,12
Latte,1012,2,Sunday,Morning,May,11
Latte,1013,2,Sunday,Evening,April,8
Cacao,1007,2,Saturday,Evening,January,9
Cappuccino,1010,2,Wednesday,Morning,July,10
Cappuccino,1011,2,Sunday,Lunchtime,April,12
Americano,1002,2,Thursday,Lunchtime,January,4
Cacao,1007,1,Monday,Evening,August,10
Americano,1002,2,Sunday,Evening,June,5
Latte,1014,2,Thursday,Morning,May,10
Latte,1013,2,Friday,Lunchtime,June,6
Cappuccino,1010,2,Thursday,Lunchtime,June,8
Americano,1002,2,Friday,Lunchtime,October,6
Cacao,1008,2,Sunday,Lunchtime,April,12
Latte,1013,2,Wednesday,Lunchtime,January,6
Americano,1001,2,Wednesday,Morning,November,9
Cacao,1006,1,Wednesday,Evening,April,7
Espresso,1004,1,Friday,Evening,June,5
Cappuccino,1011,2,Friday,Lunchtime,January,8
Latte,1014,2,Sunday,Morning,June,13
Latte,1012,1,Tuesday,Evening,April,5
Latte,1014,2,Monday,Morning,May,12
Espresso,1005,2,Tuesday,Lunchtime,September,5
Cappuccino,1009,2,Sunday,Morning,January,11
Americano,1003,2,Saturday,Morning,June,11
Cacao,1006,2,Saturday,Evening,January,10
Latte,1012,2,Friday,Lunchtime,December,8
Latte,1013,2,Thursday,Morning,May,8
Cappuccino,1010,2,Monday,Morning,March,11
Espresso,1004,2,Tuesday,Lunchtime,March,4
Cacao,1007,1,Wednesday,Evening,June,7
Americano,1003,2,Saturday,Lunchtime,July,8
